Número Fistel;Número Estação;NumCnpjCpf;NumServico;Frequência (MHz);Banda_MHZ;Frequência Inicial;Frequência Final;FreqTxMHz;FreqRxMHz;Designação Emissão;Número Ato;Data Validade;Entidade;NumSetor;Tecnologia;Tipo de Tecnologia 5G;Latitude;Longitude;Latitude decimal;Longitude decimal;EnderecoEstacao;EndBairro;EndNumero;EndComplemento;Cep;ClassInfraFisica;Data Primeiro Licenciamento;Data Licenciamento;AnoMesLic;Situacao;Caráter;Empresa Estação;Faixa Estação;Subfaixa Estação;Geração;Código Nacional;Código IBGE;Município-UF;UF;Nome da UF
50409146285;699800501;;010;;;;;2160;1970;5M00G7W;48412023;2038-04-30;TELEFONICA BRASIL S.A.;;WCDMA;;-9.115222;-37.729069;-9.115222;-37.729069;RUA PROJETADA;CENTRO;S/N;RBR-NÃO;57540000;;03/03/2016;10/03/2026;2016-03;Licenciada;Primário;VIVO;2100;J;3G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;699800501;;010;;;;;788;733;10M0G7W;51782021;2029-12-08;TELEFONICA BRASIL S.A.;;LTE;;-9.115222;-37.729069;-9.115222;-37.729069;RUA PROJETADA;CENTRO;S/N;RBR-NÃO;57540000;;03/03/2016;10/03/2026;2016-03;Licenciada;Secundário;VIVO;700;Bl 6-7;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;693180994;;010;;;;;2680;2560;20M0G7W;59072012;2027-10-18;TELEFONICA BRASIL S.A.;;LTE;;-9.12333;-37.72806;-9.12333;-37.72806;RUA DO HOSPITAL;CUMBE;S/N;RBR-NÃO;57540000;;24/02/2011;20/05/2024;2011-02;Licenciada;Primário;VIVO;2500;X;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409307637;1016627286;;010;;;;;885;840;200KG7W;50502011;2027-08-25;CLARO S.A.;;GSM;;-9.14523;-37.8353;-9.14523;-37.8353;RUA DO AÇUDE;MANDACARU;S/N;;57540000;;17/04/2025;17/04/2025;2025-04;Licenciada;Primário;CLARO;850;B;2G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;699800501;02558157000162;010;;;;;2680;2560;20M0G7W;59072012;2027-10-18;TELEFONICA BRASIL S.A.;2;LTE;;-9.115222;-37.729069;-9.115222;-37.729069;RUA PROJETADA;CENTRO;S/N;RBR-NÃO;57540000;;03/03/2016;10/03/2026;2016-03;Licenciada;Primário;VIVO;2500;X;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409428698;695541242;02421421000111;010;;;;;1830;1735;200KG7W;125002022;2028-11-29;TIM S A;;GSM;;-9.12306;-37.72778;-9.12306;-37.72778;Rua Deputado Eraldo Malta Brandão,S/N,Centro;-;S/N;-;57540000;Greenfield;21/06/2011;02/10/2024;2011-06;Licenciada;Primário;TIM;1800;SE7;2G;82;2705002;Mata Grande - AL;AL;Alagoas
50409307637;692841792;;010;;;;;1875;1780;10M0G7W;50502011;2027-08-25;CLARO S.A.;;LTE;;-9.12279;-37.7264;-9.12279;-37.7264;R VEREADOR JOÃO GOMES DE SOUZA;CENTRO;S/N;SÍTIO JOÃO FÉLIX;57540000;;08/10/2010;23/03/2022;2010-10;Licenciada;Primário;CLARO;1800;SE13;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;693180994;02558157000162;010;;;;;2160;1970;5M00G7W;48412023;2038-04-30;TELEFONICA BRASIL S.A.;4;WCDMA;;-9.12333;-37.72806;-9.12333;-37.72806;RUA DO HOSPITAL;CUMBE;S/N;RBR-NÃO;57540000;Greenfield;24/02/2011;20/05/2024;2011-02;Licenciada;Primário;VIVO;2100;J;3G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;693180994;;010;;;;;788;733;5M00G7W;27662022;2029-12-08;TELEFONICA BRASIL S.A.;;LTE;;-9.12333;-37.72806;-9.12333;-37.72806;RUA DO HOSPITAL;CUMBE;S/N;RBR-NÃO;57540000;;24/02/2011;05/09/2025;2011-02;Licenciada;Secundário;VIVO;700;Bl 6-7;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;693180994;02558157000162;010;;;;;2160;1970;5M00G7W;48412023;2038-04-30;TELEFONICA BRASIL S.A.;;WCDMA;;-9.12333;-37.72806;-9.12333;-37.72806;RUA DO HOSPITAL;CUMBE;S/N;RBR-NÃO;57540000;Greenfield;24/02/2011;20/05/2024;2011-02;Licenciada;Primário;VIVO;2100;J;3G;82;2705002;Mata Grande - AL;AL;Alagoas
50409307637;686715292;40432544000147;010;;;;;1875;1780;200KG7W;50502011;2027-08-25;CLARO S.A.;1;GSM;;-9.57182;-35.8284;-9.57182;-35.8284;RUA SANTOS DUMONT;ZONA RURAL;S/N;FAZENDA SANTA RITA;57120000;;27/04/2005;04/09/2024;2005-04;Licenciada;Primário;CLARO;1800;SE13;2G;82;2708907;Satuba - AL;AL;Alagoas
50409428698;1002886578;02421421000111;010;;;;;1826.25;1731.25;200KG7W;125002022;2028-11-29;TIM S A;1;GSM;;-9.570861;-35.827961;-9.570861;-35.827961;Rua 17 De Agosto,150,Zona Rural;-;S/N;-;57120000;;16/05/2016;24/07/2024;2016-05;Licenciada;Primário;TIM;1800;SE5;2G;82;2708907;Satuba - AL;AL;Alagoas
50409428698;1003676810;;010;;;;;1831.25;1736.25;200KG7W;125002022;2028-11-29;TIM S A;;GSM;;-9.575278;-35.825;-9.575278;-35.825;RUA 17 DE AGOSTO;RURAL;7;;57120000;;21/02/2017;06/01/2026;2017-02;Licenciada;Primário;TIM;1800;SE7;2G;82;2708907;Satuba - AL;AL;Alagoas
50409307637;686715292;40432544000147;010;;;;;2117.5;1927.5;5M00G7W;48372023;2038-04-30;CLARO S.A.;2;WCDMA;;-9.57182;-35.8284;-9.57182;-35.8284;RUA SANTOS DUMONT;ZONA RURAL;S/N;FAZENDA SANTA RITA;57120000;;27/04/2005;04/09/2024;2005-04;Licenciada;Primário;CLARO;2100;F;3G;82;2708907;Satuba - AL;AL;Alagoas
50409428698;1002886578;02421421000111;010;;;;;874.5;829.5;5M00G9W;125002022;2028-11-29;TIM S A;5;WCDMA;;-9.570861;-35.827961;-9.570861;-35.827961;Rua 17 De Agosto,150,Zona Rural;-;S/N;-;57120000;;16/05/2016;24/07/2024;2016-05;Licenciada;Primário;TIM;850;A;3G;82;2708907;Satuba - AL;AL;Alagoas
50409307637;686715292;;010;;;;;798;743;10M0G7W;97692014;2029-12-08;CLARO S.A.;;LTE;;-9.57182;-35.8284;-9.57182;-35.8284;RUA SANTOS DUMONT;ZONA RURAL;S/N;FAZENDA SANTA RITA;57120000;;27/04/2005;04/09/2024;2005-04;Licenciada;Primário;CLARO;700;Bl 8-9;4G;82;2708907;Satuba - AL;AL;Alagoas
50409307637;1016627286;;010;;;;;885;840;10M0G7W;50502011;2027-08-25;CLARO S.A.;;LTE;;-9.14523;-37.8353;-9.14523;-37.8353;RUA DO AÇUDE;MANDACARU;S/N;;57540000;;17/04/2025;17/04/2025;2025-04;Licenciada;Primário;CLARO;850;B;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409307637;692841792;;010;;;;;768;713;10M0G7W;128572024;2027-11-05;CLARO S.A.;;LTE;;-9.12279;-37.7264;-9.12279;-37.7264;R VEREADOR JOÃO GOMES DE SOUZA;CENTRO;S/N;SÍTIO JOÃO FÉLIX;57540000;;08/10/2010;06/12/2024;2010-10;Licenciada;Secundário;CLARO;700;Bl 2-3;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409307637;1016627286;;010;;;;;892.75;847.75;200KG7W;50502011;2027-08-25;CLARO S.A.;;GSM;;-9.14523;-37.8353;-9.14523;-37.8353;RUA DO AÇUDE;MANDACARU;S/N;;57540000;;17/04/2025;17/04/2025;2025-04;Licenciada;Primário;CLARO;850;B;2G;82;2705002;Mata Grande - AL;AL;Alagoas
50409307637;692841792;40432544000147;010;;;;;1875;1780;200KG7W;50502011;2027-08-25;CLARO S.A.;3;GSM;;-9.12279;-37.7264;-9.12279;-37.7264;R VEREADOR JOÃO GOMES DE SOUZA;CENTRO;S/N;SÍTIO JOÃO FÉLIX;57540000;;08/10/2010;23/03/2022;2010-10;Licenciada;Primário;CLARO;1800;SE13;2G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;699800501;02558157000162;010;;;;;2680;2560;20M0G7W;59072012;2027-10-18;TELEFONICA BRASIL S.A.;1;LTE;;-9.115222;-37.729069;-9.115222;-37.729069;RUA PROJETADA;CENTRO;S/N;RBR-NÃO;57540000;;03/03/2016;10/03/2026;2016-03;Licenciada;Primário;VIVO;2500;X;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409307637;692841792;;010;;;;;1855;1760;10M0G7W;34672011;2026-06-01;CLARO S.A.;;LTE;;-9.12279;-37.7264;-9.12279;-37.7264;R VEREADOR JOÃO GOMES DE SOUZA;CENTRO;S/N;SÍTIO JOÃO FÉLIX;57540000;;08/10/2010;23/03/2022;2010-10;Licenciada;Primário;CLARO;1800;M;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;693180994;;010;;;;;2160;1970;5M00G7W;48412023;2038-04-30;TELEFONICA BRASIL S.A.;;LTE;;-9.12333;-37.72806;-9.12333;-37.72806;RUA DO HOSPITAL;CUMBE;S/N;RBR-NÃO;57540000;;24/02/2011;20/05/2024;2011-02;Licenciada;Primário;VIVO;2100;J;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;699800501;;010;;;;;788;733;10M0G7W;97432014;2029-12-08;TELEFONICA BRASIL S.A.;;LTE;;-9.115222;-37.729069;-9.115222;-37.729069;RUA PROJETADA;CENTRO;S/N;RBR-NÃO;57540000;;03/03/2016;10/03/2026;2016-03;Licenciada;Primário;VIVO;700;Bl 6-7;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;699800501;;010;;;;;2680;2560;20M0G7W;51782021;2029-12-08;TELEFONICA BRASIL S.A.;;LTE;;-9.115222;-37.729069;-9.115222;-37.729069;RUA PROJETADA;CENTRO;S/N;RBR-NÃO;57540000;;03/03/2016;10/03/2026;2016-03;Licenciada;Secundário;VIVO;2500;X;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;699800501;;010;;;;;2160;1970;5M00G7W;187182025;2038-04-30;TELEFONICA BRASIL S.A.;;LTE;;-9.115222;-37.729069;-9.115222;-37.729069;RUA PROJETADA;CENTRO;S/N;RBR-NÃO;57540000;;03/03/2016;10/03/2026;2016-03;Licenciada;Secundário;VIVO;2100;J;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409307637;1016627286;;010;;;;;885;840;10M0G7W;50502011;2027-08-25;CLARO S.A.;;LTE;;-9.14523;-37.8353;-9.14523;-37.8353;RUA DO AÇUDE;MANDACARU;S/N;;57540000;;17/04/2025;17/04/2025;2025-04;Licenciada;Primário;CLARO;850;B;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409307637;692841792;;010;;;;;798;743;10M0G7W;97692014;2029-12-08;CLARO S.A.;;LTE;;-9.12279;-37.7264;-9.12279;-37.7264;R VEREADOR JOÃO GOMES DE SOUZA;CENTRO;S/N;SÍTIO JOÃO FÉLIX;57540000;;08/10/2010;23/03/2022;2010-10;Licenciada;Primário;CLARO;700;Bl 8-9;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;693180994;;010;;;;;2160;1970;5M00G7W;48412023;2038-04-30;TELEFONICA BRASIL S.A.;;LTE;;-9.12333;-37.72806;-9.12333;-37.72806;RUA DO HOSPITAL;CUMBE;S/N;RBR-NÃO;57540000;;24/02/2011;20/05/2024;2011-02;Licenciada;Primário;VIVO;2100;J;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409428698;688571719;;010;;;;;1830;1735;200KG7W;125002022;2028-11-29;TIM S A;;GSM;;-9.389417;-36.163667;-9.389417;-36.163667;Fazenda Dois Coraçoes;Zona Rural;S/N;-;57770000;;25/07/2006;29/03/2024;2006-07;Licenciada;Primário;TIM;1800;SE7;2G;82;2701308;Cajueiro - AL;AL;Alagoas
50409428698;688571719;;010;;;;;2130;1940;10M0G7W;48352023;2038-04-30;TIM S A;;LTE;;-9.389417;-36.163667;-9.389417;-36.163667;Fazenda Dois Coraçoes;Zona Rural;S/N;-;57770000;;25/07/2006;29/03/2024;2006-07;Licenciada;Primário;TIM;2100;G;4G;82;2701308;Cajueiro - AL;AL;Alagoas
50409428698;692987665;02421421000111;010;;;;;2130;1940;10M0G7W;48352023;2038-04-30;TIM S A;;LTE;;-9.399986;-36.154736;-9.399986;-36.154736;RUA JOAO VIEIRA COSTA;CENTRO;S/N;;57770000;Greenfield;28/12/2010;19/12/2023;2010-12;Licenciada;Primário;TIM;2100;G;4G;82;2701308;Cajueiro - AL;AL;Alagoas
50409428698;692987665;02421421000111;010;;;;;874.5;829.5;5M00G7W;125002022;2028-11-29;TIM S A;;WCDMA;;-9.399986;-36.154736;-9.399986;-36.154736;RUA JOAO VIEIRA COSTA;CENTRO;S/N;;57770000;Greenfield;28/12/2010;19/12/2023;2010-12;Licenciada;Primário;TIM;850;A;3G;82;2701308;Cajueiro - AL;AL;Alagoas
50409146285;693180994;02558157000162;010;;;;;1842.5;1747.5;200KG7W;48422023;2032-12-22;TELEFONICA BRASIL S.A.;4;GSM;;-9.12333;-37.72806;-9.12333;-37.72806;RUA DO HOSPITAL;CUMBE;S/N;RBR-NÃO;57540000;;24/02/2011;20/05/2024;2011-02;Licenciada;Primário;VIVO;1800;NÃO IDENTIFICADA;2G;82;2705002;Mata Grande - AL;AL;Alagoas
50409428698;688571719;;010;;;;;2655;2535;10M0G7W;59632012;2027-10-18;TIM S A;;LTE;;-9.389417;-36.163667;-9.389417;-36.163667;Fazenda Dois Coraçoes;Zona Rural;S/N;-;57770000;;25/07/2006;29/03/2024;2006-07;Licenciada;Primário;TIM;2500;V1;4G;82;2701308;Cajueiro - AL;AL;Alagoas
50409146285;693180994;02558157000162;010;;;;;1842.5;1747.5;200KG7W;48422023;2032-12-22;TELEFONICA BRASIL S.A.;6;GSM;;-9.12333;-37.72806;-9.12333;-37.72806;RUA DO HOSPITAL;CUMBE;S/N;RBR-NÃO;57540000;;24/02/2011;20/05/2024;2011-02;Licenciada;Primário;VIVO;1800;NÃO IDENTIFICADA;2G;82;2705002;Mata Grande - AL;AL;Alagoas
50409428698;695541242;02421421000111;010;;;;;778;723;5M00G7W;97812014;2029-12-08;TIM S A;;LTE;;-9.12306;-37.72778;-9.12306;-37.72778;Rua Deputado Eraldo Malta Brandão,S/N,Centro;-;S/N;-;57540000;Greenfield;21/06/2011;02/10/2024;2011-06;Licenciada;Primário;TIM;700;Bl 4-5;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;693180994;;010;;;;;788;733;5M00G7W;51782021;2029-12-08;TELEFONICA BRASIL S.A.;;LTE;;-9.12333;-37.72806;-9.12333;-37.72806;RUA DO HOSPITAL;CUMBE;S/N;RBR-NÃO;57540000;;24/02/2011;05/09/2025;2011-02;Licenciada;Secundário;VIVO;700;Bl 6-7;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409307637;686715292;40432544000147;010;;;;;1875;1780;200KG7W;50502011;2027-08-25;CLARO S.A.;4;GSM;;-9.57182;-35.8284;-9.57182;-35.8284;RUA SANTOS DUMONT;ZONA RURAL;S/N;FAZENDA SANTA RITA;57120000;;27/04/2005;04/09/2024;2005-04;Licenciada;Primário;CLARO;1800;SE13;2G;82;2708907;Satuba - AL;AL;Alagoas
50409146285;693180994;02558157000162;010;;;;;785.5;730.5;5M00G7W;97432014;2029-12-08;TELEFONICA BRASIL S.A.;;LTE;;-9.12333;-37.72806;-9.12333;-37.72806;RUA DO HOSPITAL;CUMBE;S/N;RBR-NÃO;57540000;Greenfield;24/02/2011;20/05/2024;2011-02;Licenciada;Primário;VIVO;700;Bl 6-7;4G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;693180994;02558157000162;010;;;;;2160;1970;5M00G7W;48412023;2038-04-30;TELEFONICA BRASIL S.A.;5;WCDMA;;-9.12333;-37.72806;-9.12333;-37.72806;RUA DO HOSPITAL;CUMBE;S/N;RBR-NÃO;57540000;Greenfield;24/02/2011;20/05/2024;2011-02;Licenciada;Primário;VIVO;2100;J;3G;82;2705002;Mata Grande - AL;AL;Alagoas
50409307637;692841792;40432544000147;010;;;;;1875;1780;200KG7W;50502011;2027-08-25;CLARO S.A.;2;GSM;;-9.12279;-37.7264;-9.12279;-37.7264;R VEREADOR JOÃO GOMES DE SOUZA;CENTRO;S/N;SÍTIO JOÃO FÉLIX;57540000;;08/10/2010;23/03/2022;2010-10;Licenciada;Primário;CLARO;1800;SE13;2G;82;2705002;Mata Grande - AL;AL;Alagoas
50409307637;692841792;40432544000147;010;;;;;1875;1780;200KG7W;50502011;2027-08-25;CLARO S.A.;1;GSM;;-9.12279;-37.7264;-9.12279;-37.7264;R VEREADOR JOÃO GOMES DE SOUZA;CENTRO;S/N;SÍTIO JOÃO FÉLIX;57540000;;08/10/2010;23/03/2022;2010-10;Licenciada;Primário;CLARO;1800;SE13;2G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;699800501;02558157000162;010;;;;;1862.5;1767.5;200KG7W;48422023;2032-12-22;TELEFONICA BRASIL S.A.;3;GSM;;-9.115222;-37.729069;-9.115222;-37.729069;RUA PROJETADA;CENTRO;S/N;RBR-NÃO;57540000;;03/03/2016;10/03/2026;2016-03;Licenciada;Primário;VIVO;1800;SE9;2G;82;2705002;Mata Grande - AL;AL;Alagoas
50409428698;695541242;02421421000111;010;;;;;874.5;829.5;5M00G7W;125002022;2028-11-29;TIM S A;;WCDMA;;-9.12306;-37.72778;-9.12306;-37.72778;Rua Deputado Eraldo Malta Brandão,S/N,Centro;-;S/N;-;57540000;Greenfield;21/06/2011;02/10/2024;2011-06;Licenciada;Primário;TIM;850;A;3G;82;2705002;Mata Grande - AL;AL;Alagoas
50409307637;692841792;;010;;;;;1875;1780;200KG7W;50502011;2027-08-25;CLARO S.A.;;GSM;;-9.12279;-37.7264;-9.12279;-37.7264;R VEREADOR JOÃO GOMES DE SOUZA;CENTRO;S/N;SÍTIO JOÃO FÉLIX;57540000;;08/10/2010;23/03/2022;2010-10;Licenciada;Primário;CLARO;1800;SE13;2G;82;2705002;Mata Grande - AL;AL;Alagoas
50409146285;699800501;02558157000162;010;;;;;1842.5;1747.5;200KG7W;48422023;2032-12-22;TELEFONICA BRASIL S.A.;2;GSM;;-9.115222;-37.729069;-9.115222;-37.729069;RUA PROJETADA;CENTRO;S/N;RBR-NÃO;57540000;;03/03/2016;10/03/2026;2016-03;Licenciada;Primário;VIVO;1800;NÃO IDENTIFICADA;2G;82;2705002;Mata Grande - AL;AL;Alagoas
50409428698;695541242;02421421000111;010;;;;;1830;1735;200KG7W;125002022;2028-11-29;TIM S A;;GSM;;-9.12306;-37.72778;-9.12306;-37.72778;Rua Deputado Eraldo Malta Brandão,S/N,Centro;-;S/N;-;57540000;Greenfield;21/06/2011;02/10/2024;2011-06;Licenciada;Primário;TIM;1800;SE7;2G;82;2705002;Mata Grande - AL;AL;Alagoas
50409428698;1002886578;02421421000111;010;;;;;1833.75;1738.75;200KG7W;125002022;2028-11-29;TIM S A;3;GSM;;-9.570861;-35.827961;-9.570861;-35.827961;Rua 17 De Agosto,150,Zona Rural;-;S/N;-;57120000;;16/05/2016;24/07/2024;2016-05;Licenciada;Primário;TIM;1800;SE8;2G;82;2708907;Satuba - AL;AL;Alagoas
50409146285;1016297600;;010;;;;;788;733;10M0G7W;97432014;2029-12-08;Telefonica Brasil S.a.;;LTE;;-9.5718;-35.8284;-9.5718;-35.8284;RUA SANTOS DUMONT, SN;ZONA RURAL;S/N;;57120000;;26/11/2024;26/11/2024;2024-11;Licenciada;Primário;VIVO;700;Bl 6-7;4G;82;2708907;Satuba - AL;AL;Alagoas
50409146285;1016297600;;010;;;;;788;733;10M0G7W;51782021;2029-12-08;Telefonica Brasil S.a.;;LTE;;-9.5718;-35.8284;-9.5718;-35.8284;RUA SANTOS DUMONT, SN;ZONA RURAL;S/N;;57120000;;26/11/2024;26/11/2024;2024-11;Licenciada;Secundário;VIVO;700;Bl 6-7;4G;82;2708907;Satuba - AL;AL;Alagoas
50409146285;665602960;02558157000162;010;;;;;1823.75;1728.75;200KG7W;56272015;2031-03-12;Telefonica Brasil S.a.;1;GSM;;-9.5725;-35.83389;-9.5725;-35.83389;BR 316 KM 0;SATUBA;s/n;;57120000;;21/06/2002;11/03/2025;2002-06;Licenciada;Primário;VIVO;1800;SE4;2G;82;2708907;Satuba - AL;AL;Alagoas
50409146285;1016297600;;010;;;;;2680;2560;20M0G7W;59072012;2027-10-18;Telefonica Brasil S.a.;;LTE;;-9.5718;-35.8284;-9.5718;-35.8284;RUA SANTOS DUMONT, SN;ZONA RURAL;S/N;;57120000;;26/11/2024;26/11/2024;2024-11;Licenciada;Primário;VIVO;2500;X;4G;82;2708907;Satuba - AL;AL;Alagoas
50409146285;665602960;02558157000162;010;;;;;2150;1960;5M00D9W;166262022;2038-04-30;Telefonica Brasil S.a.;2;WCDMA;;-9.5725;-35.83389;-9.5725;-35.83389;BR 316 KM 0;SATUBA;s/n;;57120000;;21/06/2002;11/03/2025;2002-06;Licenciada;Primário;VIVO;2100;I;3G;82;2708907;Satuba - AL;AL;Alagoas
50409307637;686715292;;010;;;;;892.75;847.75;2M50G7W;50502011;2027-08-25;CLARO S.A.;;LTE;;-9.57182;-35.8284;-9.57182;-35.8284;RUA SANTOS DUMONT;ZONA RURAL;S/N;FAZENDA SANTA RITA;57120000;;27/04/2005;04/09/2024;2005-04;Licenciada;Primário;CLARO;850;B;4G;82;2708907;Satuba - AL;AL;Alagoas
50409146285;1016297600;;010;;;;;2680;2560;20M0G7W;51782021;2029-12-08;Telefonica Brasil S.a.;;LTE;;-9.5718;-35.8284;-9.5718;-35.8284;RUA SANTOS DUMONT, SN;ZONA RURAL;S/N;;57120000;;26/11/2024;26/11/2024;2024-11;Licenciada;Secundário;VIVO;2500;X;4G;82;2708907;Satuba - AL;AL;Alagoas
50409428698;1003676810;;010;;;;;1827.5;1732.5;5M00G7W;125002022;2028-11-29;TIM S A;;LTE;;-9.575278;-35.825;-9.575278;-35.825;RUA 17 DE AGOSTO;RURAL;7;;57120000;;21/02/2017;06/01/2026;2017-02;Licenciada;Primário;TIM;1800;SE6;4G;82;2708907;Satuba - AL;AL;Alagoas
50409428698;1003676810;;010;;;;;1833.75;1738.75;2M50G7W;125002022;2028-11-29;TIM S A;;LTE;;-9.575278;-35.825;-9.575278;-35.825;RUA 17 DE AGOSTO;RURAL;7;;57120000;;21/02/2017;06/01/2026;2017-02;Licenciada;Primário;TIM;1800;SE8;4G;82;2708907;Satuba - AL;AL;Alagoas
50409307637;686715292;40432544000147;010;;;;;885;840;5M00G7W;50502011;2027-08-25;CLARO S.A.;2;WCDMA;;-9.57182;-35.8284;-9.57182;-35.8284;RUA SANTOS DUMONT;ZONA RURAL;S/N;FAZENDA SANTA RITA;57120000;;27/04/2005;04/09/2024;2005-04;Licenciada;Primário;CLARO;850;B;3G;82;2708907;Satuba - AL;AL;Alagoas
50409428698;1003676810;;010;;;;;1830;1735;200KG7W;125002022;2028-11-29;TIM S A;;GSM;;-9.575278;-35.825;-9.575278;-35.825;RUA 17 DE AGOSTO;RURAL;7;;57120000;;21/02/2017;06/01/2026;2017-02;Licenciada;Primário;TIM;1800;SE7;2G;82;2708907;Satuba - AL;AL;Alagoas
50409146285;1016297600;;010;;;;;2160;1970;10M0G7W;48412023;2038-04-30;Telefonica Brasil S.a.;;WCDMA;;-9.5718;-35.8284;-9.5718;-35.8284;RUA SANTOS DUMONT, SN;ZONA RURAL;S/N;;57120000;;26/11/2024;26/11/2024;2024-11;Licenciada;Primário;VIVO;2100;J;3G;82;2708907;Satuba - AL;AL;Alagoas
50409307637;686715292;40432544000147;010;;;;;885;840;5M00G7W;50502011;2027-08-25;CLARO S.A.;5;WCDMA;;-9.57182;-35.8284;-9.57182;-35.8284;RUA SANTOS DUMONT;ZONA RURAL;S/N;FAZENDA SANTA RITA;57120000;;27/04/2005;04/09/2024;2005-04;Licenciada;Primário;CLARO;850;B;3G;82;2708907;Satuba - AL;AL;Alagoas
50409146285;1016297600;;010;;;;;788;733;10M0G7W;27662022;2029-12-08;Telefonica Brasil S.a.;;LTE;;-9.5718;-35.8284;-9.5718;-35.8284;RUA SANTOS DUMONT, SN;ZONA RURAL;S/N;;57120000;;26/11/2024;26/11/2024;2024-11;Licenciada;Secundário;VIVO;700;Bl 6-7;4G;82;2708907;Satuba - AL;AL;Alagoas
50409428698;1003676810;;010;;;;;1827.5;1732.5;200KG7W;125002022;2028-11-29;TIM S A;;GSM;;-9.575278;-35.825;-9.575278;-35.825;RUA 17 DE AGOSTO;RURAL;7;;57120000;;21/02/2017;06/01/2026;2017-02;Licenciada;Primário;TIM;1800;SE6;2G;82;2708907;Satuba - AL;AL;Alagoas
50409146285;665602960;02558157000162;010;;;;;1812.5;1717.5;200KG7W;147522023;2031-03-12;Telefonica Brasil S.a.;1;GSM;;-9.5725;-35.83389;-9.5725;-35.83389;BR 316 KM 0;SATUBA;s/n;;57120000;;21/06/2002;11/03/2025;2002-06;Licenciada;Secundário;VIVO;1800;D;2G;82;2708907;Satuba - AL;AL;Alagoas
50409146285;665602960;02558157000162;010;;;;;2150;1960;5M00D9W;166262022;2038-04-30;Telefonica Brasil S.a.;3;WCDMA;;-9.5725;-35.83389;-9.5725;-35.83389;BR 316 KM 0;SATUBA;s/n;;57120000;;21/06/2002;11/03/2025;2002-06;Licenciada;Primário;VIVO;2100;I;3G;82;2708907;Satuba - AL;AL;Alagoas
50409307637;686715292;40432544000147;010;;;;;885;840;5M00G7W;50502011;2027-08-25;CLARO S.A.;4;WCDMA;;-9.57182;-35.8284;-9.57182;-35.8284;RUA SANTOS DUMONT;ZONA RURAL;S/N;FAZENDA SANTA RITA;57120000;;27/04/2005;04/09/2024;2005-04;Licenciada;Primário;CLARO;850;B;3G;82;2708907;Satuba - AL;AL;Alagoas
50409146285;665602960;02558157000162;010;;;;;1821.25;1726.25;200KG7W;56272015;2031-03-12;Telefonica Brasil S.a.;2;GSM;;-9.5725;-35.83389;-9.5725;-35.83389;BR 316 KM 0;SATUBA;s/n;;57120000;;21/06/2002;11/03/2025;2002-06;Licenciada;Primário;VIVO;1800;SE3;2G;82;2708907;Satuba - AL;AL;Alagoas
50409146285;665602960;02558157000162;010;;;;;2150;1960;5M00G9W;166262022;2038-04-30;Telefonica Brasil S.a.;3;WCDMA;;-9.5725;-35.83389;-9.5725;-35.83389;BR 316 KM 0;SATUBA;s/n;;57120000;;21/06/2002;11/03/2025;2002-06;Licenciada;Primário;VIVO;2100;I;3G;82;2708907;Satuba - AL;AL;Alagoas
50409146285;665602960;02558157000162;010;;;;;1823.75;1728.75;200KG7W;56272015;2031-03-12;Telefonica Brasil S.a.;2;GSM;;-9.5725;-35.83389;-9.5725;-35.83389;BR 316 KM 0;SATUBA;s/n;;57120000;;21/06/2002;11/03/2025;2002-06;Licenciada;Primário;VIVO;1800;SE4;2G;82;2708907;Satuba - AL;AL;Alagoas
50409146285;665602960;02558157000162;010;;;;;1821.25;1726.25;200KG7W;56272015;2031-03-12;Telefonica Brasil S.a.;1;GSM;;-9.5725;-35.83389;-9.5725;-35.83389;BR 316 KM 0;SATUBA;s/n;;57120000;;21/06/2002;11/03/2025;2002-06;Licenciada;Primário;VIVO;1800;SE3;2G;82;2708907;Satuba - AL;AL;Alagoas
